,frankenstein,dracula,treasure_island,monte_cristo,republic,communist_manifesto
breathe,3,3,3,16,1,0
degree,24,5,0,33,55,1
renovating,1,0,0,0,0,0
warmth,11,4,0,5,2,0
incidents,6,1,0,1,1,0
befallen,3,1,0,4,0,0
make,36,163,50,387,222,2
figure,11,22,8,36,47,1
two,38,133,117,797,253,6
stiff,1,2,8,14,0,0
springing,1,1,1,15,0,3
leak,1,1,0,1,0,0
accidents,5,1,1,1,3,0
experienced,11,8,1,37,7,0
scarcely,13,1,7,132,4,0
record,6,19,1,4,4,0
content,7,8,3,31,10,1
worse,4,18,15,27,56,0
happen,2,13,2,30,12,0
adieu,2,0,0,54,0,0
assured,11,9,2,47,5,1
sake,8,28,5,41,31,0
encounter,5,1,0,4,0,0
cool,2,6,9,6,0,0
persevering,1,0,0,0,0,0
prudent,1,0,0,19,2,0
crown,3,2,2,11,5,0
endeavours,7,0,0,0,1,0
wherefore,3,1,0,4,4,0
thus,65,26,15,210,114,12
gone,13,73,44,95,14,2
tracing,1,0,0,2,2,0
way,18,229,94,272,237,9
pathless,1,0,0,0,0,0
stars,11,4,3,8,29,0
witnesses,9,0,0,23,1,0
testimonies,1,0,0,0,0,0
triumph,6,6,1,12,4,0
untamed,1,0,0,0,0,0
obedient,1,3,0,3,5,0
element,3,1,0,6,41,2
stop,1,20,5,54,2,1
determined,18,17,4,34,22,2
swelling,3,1,0,2,1,0
involuntarily,2,2,0,14,1,0
pours,1,1,0,1,1,0
finish,4,4,2,17,2,1
bless,6,16,5,12,0,0
beloved,26,7,0,25,2,0
w,1,0,2,2,0,0
august,6,32,2,7,0,0
strange,32,90,9,102,20,0
accident,6,9,2,24,5,0
happened,9,28,2,78,5,0
forbear,2,0,1,2,0,0
recording,3,1,0,1,0,0
probable,4,3,3,19,4,0
papers,8,39,3,72,0,0
possession,8,7,7,54,28,0
monday,1,0,0,2,0,0
nearly,29,20,6,80,25,1
surrounded,18,5,2,27,1,0
closed,7,42,7,107,1,1
sides,10,5,10,13,14,1
leaving,4,22,13,84,6,0
room,32,231,13,434,5,0
floated,2,0,2,6,0,0
situation,10,3,4,33,3,1
somewhat,5,33,9,51,5,0
especially,3,9,1,44,26,3
compassed,1,0,0,0,0,0
round,12,108,83,109,29,0
thick,7,13,12,36,1,0
fog,1,27,10,2,0,0
accordingly,11,3,1,5,9,0
lay,28,73,89,53,11,0
hoping,2,2,0,12,2,0
change,28,44,9,61,68,5
take,22,150,84,396,166,7
place,64,137,46,287,137,13
atmosphere,3,2,1,9,4,1
o,10,58,45,171,20,0
clock,8,56,6,197,0,0
cleared,3,6,5,7,3,0
away,50,189,55,221,99,13
beheld,31,0,8,20,5,0
stretched,8,3,4,30,0,0
direction,6,10,24,36,17,2
vast,11,5,0,31,7,1
irregular,2,0,0,2,2,0
plains,3,0,0,4,0,0
seemed,36,243,51,301,19,1
end,22,76,49,182,103,7
comrades,2,0,4,16,2,0
groaned,2,6,2,10,0,0
grow,1,21,7,9,39,0
watchful,4,0,0,1,0,0
anxious,5,28,3,44,2,0
suddenly,26,52,28,121,10,1
attracted,6,1,1,29,7,0
attention,22,14,1,122,11,1
diverted,2,0,0,4,1,0
solicitude,1,1,0,4,0,0
low,6,38,33,66,2,1
carriage,3,20,0,265,0,0
sledge,13,1,1,1,0,0
drawn,4,20,5,36,25,2
dogs,7,22,2,10,27,1
distance,15,16,8,59,32,0
mile,2,8,14,3,0,0
shape,7,7,3,11,2,2
gigantic,6,0,0,14,1,1
stature,7,3,0,5,3,0
sat,25,69,28,56,2,0
guided,5,1,1,11,4,0
watched,4,14,7,64,3,0
rapid,6,1,1,33,1,2
progress,19,1,1,13,15,4
traveller,5,1,1,50,1,0
telescopes,1,0,0,0,0,0
lost,34,46,31,152,35,3
distant,10,9,7,20,9,1
inequalities,2,1,0,1,0,1
appearance,30,6,9,90,31,0
excited,12,9,4,33,3,0
unqualified,1,0,0,0,0,0
wonder,21,34,13,19,18,2
hundred,3,12,22,185,13,1
miles,6,2,8,4,2,0
apparition,5,0,1,9,2,0
denote,1,0,0,0,2,0
supposed,10,2,4,28,59,0
shut,12,30,6,41,6,0
follow,10,38,3,74,45,0
track,3,10,1,14,3,0
observed,21,0,16,77,14,0
occurrence,3,0,1,4,1,0
ground,26,36,11,100,29,4
broke,5,20,16,20,1,0
freed,4,0,0,5,2,0
morning,39,106,25,198,3,0
fearing,3,2,0,18,3,0
dark,28,77,18,76,15,0
large,8,13,10,141,24,5
loose,7,6,3,7,8,0
masses,1,10,2,9,1,3
float,1,1,0,2,1,0
breaking,3,7,5,16,5,0
profited,2,0,0,5,3,0
rest,33,97,37,108,92,3
went,20,299,62,289,22,2
busy,7,8,9,7,3,0
side,8,69,88,145,59,3
talking,2,18,14,30,12,0
someone,5,2,13,50,0,0
fact,4,26,4,92,41,6
seen,20,95,63,298,91,3
drifted,1,4,0,0,0,0
fragment,2,0,0,6,3,0
dog,2,32,38,13,24,0
remained,32,21,10,184,1,1
alive,9,13,11,29,5,0
within,31,44,9,86,68,11
persuading,2,0,0,1,3,0
enter,21,21,3,66,20,0
savage,3,4,0,5,6,0
inhabitant,1,0,0,6,1,0
island,5,0,84,119,2,0
european,2,1,0,5,1,2
appeared,57,12,13,214,16,1
said,102,570,323,3492,1125,1
perish,6,3,1,9,3,0
open,14,102,44,160,9,2
perceiving,6,0,0,19,3,0
stranger,22,10,10,80,8,0
addressed,13,4,7,44,1,0
foreign,2,9,1,5,13,2
accent,4,0,1,29,1,0
inform,3,0,1,26,4,0
whither,5,7,1,14,3,0
astonishment,6,6,1,67,1,0
hearing,6,6,4,37,17,0
brink,3,0,0,4,1,0
destruction,22,5,0,10,9,2
resource,4,2,0,9,0,0
exchanged,4,0,1,22,1,1
precious,3,11,9,18,3,0
earth,36,50,0,86,70,0
afford,10,5,1,15,6,0
replied,27,24,32,739,273,0
satisfied,12,24,0,47,31,1
god,22,177,9,213,135,0
capitulated,1,0,0,0,0,0
surprise,9,22,15,60,5,0
boundless,3,0,0,3,1,0
limbs,12,3,1,12,3,0
frozen,4,0,1,4,0,1
emaciated,3,1,0,1,1,0
fatigue,12,0,1,20,0,0
suffering,5,6,0,33,10,2
wretched,24,1,4,43,3,0
condition,8,15,1,30,47,9
attempted,9,2,0,11,2,0
carry,2,15,6,39,18,1
cabin,9,2,31,10,0,0
fresh,11,24,12,58,4,3
air,27,54,27,138,10,3
fainted,6,1,0,17,0,0
brought,28,37,28,146,56,0
restored,16,7,1,20,8,0
animation,7,2,0,10,1,0
rubbing,1,0,1,4,1,0
brandy,1,10,14,5,0,0
forcing,1,3,0,2,3,0
swallow,1,3,4,5,0,0
small,16,41,12,160,63,6
quantity,7,2,0,15,8,0
showed,7,22,12,50,4,0
signs,6,12,1,27,5,0
blankets,1,0,0,0,0,0
chimney,2,3,1,18,0,0
kitchen,1,4,1,15,0,0
stove,1,0,1,3,0,0
slow,7,6,8,11,2,0
degrees,12,1,3,20,13,2
recovered,14,4,4,27,1,0
ate,4,3,2,12,1,0
soup,1,1,0,10,0,0
wonderfully,1,4,1,2,1,1
days,47,57,11,180,31,0
speak,15,66,26,242,69,2
feared,13,29,13,43,4,0
sufferings,14,0,1,16,8,0
deprived,11,0,0,22,12,0
understanding,5,5,0,23,36,1
measure,3,11,0,9,36,0
removed,4,11,2,31,19,0
attended,9,7,0,8,5,0
duty,11,40,8,53,28,0
interesting,6,10,2,27,10,0
creature,44,8,8,27,14,0
generally,6,9,1,47,39,8
expression,15,10,5,140,35,5
wildness,3,0,0,0,1,0
madness,9,9,0,21,10,0
moments,17,12,1,28,4,0
anyone,4,1,8,116,1,0
performs,1,0,0,1,1,0
act,11,33,6,73,36,1
trifling,2,1,0,17,1,0
service,3,17,11,104,16,0
countenance,39,1,2,104,0,0
lighted,5,3,2,35,2,0
beam,1,1,1,3,0,0
benevolence,7,0,0,5,2,0
sweetness,3,10,0,4,1,0
equalled,2,0,1,3,1,0
melancholy,19,1,1,47,1,0
despairing,3,5,0,3,0,0
gnashes,1,0,0,0,0,0
teeth,8,42,11,41,1,0
weight,7,10,5,35,3,0
woes,2,2,0,2,0,0
oppresses,1,1,0,1,0,0
guest,8,4,2,26,0,0
trouble,3,53,7,42,17,0
keep,5,96,38,85,27,1
wished,20,15,2,109,2,1
ask,10,71,13,188,97,1
questions,6,26,4,36,23,0
tormented,5,0,0,5,2,0
idle,3,4,5,4,6,0
state,24,29,4,47,694,23
restoration,1,0,0,11,0,1
evidently,3,50,5,44,5,0
depended,4,1,2,11,1,0
entire,3,4,3,26,14,3
repose,10,3,0,18,6,0
asked,16,143,42,462,42,0
vehicle,1,1,0,14,5,0
assumed,5,2,0,34,11,2
aspect,7,2,0,11,9,1
deepest,2,1,0,14,0,0
gloom,11,16,0,9,0,0
seek,26,19,4,64,15,2
fled,12,7,1,13,3,0
pursued,13,3,3,19,11,0
travel,4,10,0,13,2,0
fashion,2,11,1,19,12,1
yes,5,36,9,983,469,0
fancy,11,11,25,38,33,0
picked,1,2,5,11,0,0
drawing,5,11,12,103,13,0
across,17,28,30,36,2,0
aroused,1,4,1,13,5,0
multitude,6,3,1,8,16,0
concerning,24,5,0,27,18,1
route,2,2,0,8,0,0
d,23,28,30,578,3,0
mon,18,1,0,6,0,0
called,26,45,19,155,81,6
alone,44,80,17,275,34,4
doubtless,8,15,0,98,7,0
people,11,44,18,111,85,4
considerate,1,1,0,1,1,0
inquiries,5,4,0,28,0,0
indeed,56,52,29,285,80,2
impertinent,1,0,0,8,0,0
inhuman,1,0,0,0,1,0
inquisitiveness,1,0,0,0,0,0
rescued,1,0,0,5,0,1
perilous,1,1,1,0,1,0
benevolently,1,0,0,0,0,0
inquired,5,0,4,142,0,0
destroyed,23,8,2,28,17,5
certainty,5,2,2,13,7,0
broken,12,36,17,53,4,1
midnight,5,12,0,12,0,0
judge,8,5,3,56,33,0
new,38,79,17,111,80,21
spirit,34,15,8,16,101,0
animated,7,0,0,7,2,0
decaying,1,0,0,0,0,0
frame,14,1,1,22,17,0
manifested,2,4,0,18,1,0
eagerness,5,5,1,8,2,0
watch,8,64,16,76,13,0
weak,5,21,6,20,12,0
rawness,1,0,0,0,0,0
promised,13,6,1,57,3,0
give,20,78,44,327,102,1
instant,13,46,10,92,6,1
notice,5,29,5,41,6,0
journal,4,64,0,9,0,0
relates,3,0,0,1,6,0
gradually,6,5,10,31,11,2
improved,8,2,0,2,4,1
health,19,12,8,30,60,0
appears,7,1,5,57,62,1
uneasy,3,10,3,32,0,0
except,11,37,3,28,22,4
enters,1,0,0,5,2,0
manners,19,2,1,9,18,0
conciliating,2,0,0,1,0,0
interested,5,8,2,20,1,0
begin,6,26,3,36,48,2
constant,5,3,1,19,5,3
deep,19,34,10,89,7,1
grief,28,11,0,93,5,0
compassion,11,0,0,9,0,0
better,13,77,30,162,181,0
wreck,5,2,4,1,0,0
attractive,2,1,0,1,1,0
amiable,14,0,0,9,0,0
misery,54,6,0,26,24,1
happy,46,48,4,131,42,0
intervals,3,0,2,7,16,0
increases,1,0,0,1,1,5
excites,1,0,0,1,1,0
pity,11,24,7,81,11,0
poignant,2,2,0,0,0,0
wise,1,11,2,11,68,0
speaks,2,1,0,13,18,0
words,54,50,40,270,148,6
culled,1,0,0,0,0,0
choicest,1,0,1,1,0,0
art,7,26,3,18,180,0
flow,3,1,0,6,3,0
rapidity,2,2,2,16,1,0
unparalleled,5,0,0,2,0,0
eloquence,5,0,0,9,0,0
illness,9,10,0,11,4,0
watching,13,14,11,49,2,0
preceded,3,3,0,16,12,2
unhappy,19,12,2,55,2,0
utterly,11,2,4,21,21,0
interests,2,3,2,20,31,16
deeply,20,2,1,42,8,0
frequently,5,1,0,39,2,0
conversed,3,0,0,7,1,0
communicated,6,0,1,14,3,0
disguise,1,2,0,10,3,0
entered,38,25,10,253,3,1
attentively,3,1,0,23,0,0
arguments,7,2,0,3,13,0
favour,6,5,1,0,8,1
eventual,1,0,0,0,0,0
minute,7,18,10,37,5,0
detail,8,3,1,4,4,0
measures,2,1,0,0,4,4
led,18,14,8,72,30,0
evinced,1,0,0,5,0,0
use,9,42,5,88,142,6
language,19,8,1,39,54,1
utterance,3,1,0,15,2,1
burning,10,10,2,31,1,0
fervour,3,3,0,0,1,1
warmed,5,2,0,1,1,0
gladly,1,4,1,9,5,0
sacrifice,5,1,0,22,7,0
existence,31,8,0,45,72,32
hope,50,66,14,174,27,0
furtherance,1,0,0,0,1,0
price,2,1,1,30,3,2
pay,3,7,4,99,29,0
acquirement,2,0,0,0,1,0
knowledge,33,43,5,43,293,1
sought,18,8,0,50,12,2
dominion,1,0,0,0,3,0
acquire,2,1,0,8,13,3
transmit,1,0,0,1,0,0
elemental,1,2,0,0,0,0
foes,1,3,1,1,0,0
race,6,7,0,18,32,1
spoke,25,78,25,88,24,0
spread,3,8,3,23,1,1
listener,2,0,0,1,1,0
tried,14,62,11,51,7,0
suppress,2,1,0,0,1,0
emotion,3,12,0,72,2,0
hands,38,104,108,282,48,10
quivered,1,6,1,1,0,0
failed,8,4,2,25,7,1
trickle,1,0,0,0,0,0
fast,4,16,9,18,6,2
fingers,5,14,9,28,5,0
groan,2,3,2,23,0,0
burst,8,7,4,40,1,2
heaving,1,2,2,5,0,0
breast,3,22,3,39,9,0
paused,14,20,8,22,0,0
length,27,7,11,83,21,1
accents,6,0,0,3,0,0
share,4,3,9,29,28,1
drunk,2,3,14,12,3,0
intoxicating,1,0,0,1,0,1
draught,2,6,2,15,4,0
let,28,148,46,410,271,4
reveal,2,1,0,18,2,0
tale,32,1,1,3,31,1
dash,2,1,3,6,1,0
cup,3,7,0,25,3,0
lips,18,61,4,147,6,0
imagine,4,7,7,37,72,0
strongly,8,5,1,8,10,0
paroxysm,1,3,0,10,0,0
seized,16,13,3,69,2,1
overcame,7,1,0,5,0,0
weakened,2,4,1,6,1,0
powers,15,11,11,12,21,3
tranquil,7,1,0,8,0,0
conversation,18,10,2,108,12,0
restore,9,8,0,28,1,1
composure,4,0,1,8,0,0
conquered,2,1,0,6,2,1
violence,10,3,2,17,11,0
slave,6,2,1,39,19,2
passion,18,12,2,17,39,0
quelling,1,0,0,1,0,0
tyranny,1,0,0,0,45,0
despair,49,15,3,72,2,0
converse,4,0,0,12,10,0
personally,2,1,0,10,0,1
told,14,142,48,236,45,0
awakened,3,6,2,18,2,0
trains,1,3,0,0,0,0
reflection,13,3,2,23,22,0
intimate,3,0,0,18,6,0
fallen,9,19,21,47,20,0
lot,5,16,7,3,24,1
expressed,26,4,2,31,9,0
boast,3,1,1,8,2,0
enjoy,9,4,4,17,5,0
blessing,4,3,0,5,6,0
agree,1,5,0,21,78,0
unfashioned,1,0,0,0,0,0
creatures,25,1,0,19,4,0
wiser,1,1,3,2,5,0
lend,1,0,2,11,2,0
aid,10,16,1,38,4,0
perfectionate,1,0,0,0,0,0
faulty,1,0,0,0,1,0
natures,2,1,1,3,78,0
entitled,1,1,0,0,0,0
respecting,1,0,0,28,16,0
friendship,7,3,0,31,7,0
cause,34,49,2,107,44,1
everything,6,41,4,146,33,1
anew,3,1,0,0,1,0
expressive,7,1,0,14,6,0
settled,2,7,5,24,4,0
touched,5,27,3,72,4,0
presently,14,20,2,8,5,0
retired,17,4,3,52,3,1
beauties,3,1,0,2,3,0
starry,1,0,0,0,1,0
sky,14,19,3,25,2,0
afforded,5,1,0,14,3,0
seem,4,65,1,58,56,1
elevating,2,0,0,1,7,0
double,2,10,13,52,9,0
suffer,11,10,0,42,22,0
overwhelmed,5,4,0,29,1,0
disappointments,1,0,0,1,0,0
halo,1,0,0,0,0,1
around,34,45,17,160,11,0
circle,2,10,0,22,13,0
folly,2,4,2,22,14,0
ventures,1,0,0,1,0,0
express,9,3,1,19,11,3
divine,12,0,0,10,64,0
wanderer,2,0,0,0,0,0
tutored,1,0,0,0,0,0
retirement,1,0,0,2,2,0
fastidious,1,0,0,5,1,0
fit,7,10,11,30,7,1
appreciate,1,1,0,7,5,0
extraordinary,1,9,2,44,12,0
merits,3,0,1,5,1,0
endeavoured,28,0,0,0,0,0
quality,2,2,0,8,32,0
possesses,1,0,0,14,2,1
immeasurably,1,0,0,0,2,0
knew,32,130,28,184,22,0
believe,33,75,24,232,75,0
intuitive,1,0,0,1,0,0
discernment,1,0,0,0,4,0
quick,8,53,8,32,8,0
judgment,4,6,0,8,25,0
penetration,1,0,0,4,1,0
causes,5,4,0,5,23,1
things,9,176,23,120,254,7
unequalled,1,1,0,1,0,0
clearness,1,0,0,5,17,0
precision,2,1,0,7,4,0
add,4,10,6,24,27,0
facility,1,1,0,7,1,0
varied,3,2,1,6,0,0
intonations,1,0,0,0,0,0
subduing,1,1,0,0,1,0
music,6,8,2,32,95,0
perceive,7,0,1,26,22,0
suffered,21,13,1,45,5,0
misfortunes,17,0,0,37,1,0
memory,18,21,1,52,10,0
evils,4,2,0,2,37,0
die,24,45,13,165,13,0
won,3,23,23,19,5,1
alter,4,1,0,8,7,1
determination,8,3,0,13,3,0
wisdom,3,1,0,10,79,0
gratification,3,0,0,2,2,0
wishes,7,21,1,80,5,0
serpent,1,0,0,12,2,0
sting,4,3,0,0,6,0
relation,5,0,0,8,65,8
disasters,1,0,0,2,0,0
useful,4,11,1,17,30,0
reflect,17,1,0,22,14,0
pursuing,4,1,2,13,3,0
course,17,41,33,106,59,10
exposing,1,0,0,6,0,0
rendered,18,1,0,46,5,1
deduce,1,0,0,0,0,0
apt,1,2,0,1,29,0
moral,3,2,0,11,38,2
direct,7,4,1,21,1,4
console,7,0,0,14,0,0
case,9,72,14,120,85,5
prepare,6,7,0,17,9,1
occurrences,5,0,0,1,0,0
usually,2,9,3,26,3,0
deemed,4,1,0,10,20,0
tamer,1,0,0,0,0,0
scenes,16,1,0,7,0,0
unbelief,1,0,0,0,0,1
ridicule,1,0,0,5,5,0
mysterious,3,9,1,55,6,0
provoke,1,0,0,1,1,0
laughter,4,6,2,15,9,1
unacquainted,4,0,0,1,0,0
doubt,12,41,11,132,41,0
conveys,1,0,0,0,1,0
series,5,5,1,3,7,1
internal,2,1,0,4,10,0
evidence,10,13,1,14,6,0
truth,14,21,10,73,267,2
events,18,10,1,48,10,0
gratified,2,0,0,4,1,0
endure,18,3,0,21,11,0
renew,5,0,0,11,1,0
recital,1,0,0,13,0,0
narrative,4,3,9,10,17,0
partly,9,2,6,15,29,4
strong,7,60,22,54,25,0
ameliorate,1,0,0,0,0,0
thank,8,30,10,87,1,0
fulfilled,7,1,1,9,1,0
wait,4,45,6,120,6,0
event,12,0,0,38,2,0
peace,32,22,3,19,41,0
continued,34,20,27,280,6,2
interrupt,2,2,1,1,1,0
mistaken,6,4,2,67,20,0
destiny,12,2,0,13,6,0
listen,12,6,2,115,21,0
irrevocably,2,0,0,3,1,0
next,13,40,42,129,72,0
leisure,5,1,0,3,5,0
drew,20,39,17,126,5,0
warmest,2,0,0,4,0,0
thanks,3,6,2,77,0,1
imperatively,1,0,0,0,1,0
duties,11,1,0,12,19,1
related,11,0,1,36,4,0
least,12,39,17,225,48,3
notes,4,11,1,43,12,0
manuscript,1,4,0,2,0,0
pleasure,37,16,7,96,132,1
future,18,8,0,64,46,6
full,18,89,26,123,63,1
toned,1,0,0,0,1,0
swells,1,0,0,0,0,0
ears,8,30,13,28,22,1
lustrous,2,0,0,2,0,0
dwell,5,1,0,6,9,0
thin,4,33,4,12,3,0
hand,26,211,122,523,82,8
raised,7,35,9,139,17,2
lineaments,2,0,0,0,1,0
face,20,206,52,175,16,6
irradiated,1,0,0,0,0,0
harrowing,2,4,0,0,0,0
frightful,13,3,0,40,0,0
storm,10,18,1,30,4,0
embraced,6,0,0,12,2,0
gallant,2,3,0,7,0,0
wrecked,2,3,1,3,0,0
birth,8,1,0,24,23,1
genevese,1,0,0,0,0,0
family,31,3,4,135,54,13
distinguished,9,0,0,12,26,1
republic,1,0,0,4,107,1
ancestors,1,0,0,5,4,0
counsellors,1,0,0,0,3,0
syndics,1,0,0,0,0,0
filled,24,9,11,79,17,0
public,6,4,3,32,59,6
situations,3,0,0,2,1,0
reputation,1,2,0,23,17,0
respected,4,0,1,14,0,0
indefatigable,3,0,0,4,0,0
business,2,22,15,66,54,0
younger,9,5,1,7,7,0
perpetually,3,3,0,5,1,0
affairs,2,13,1,45,12,1
variety,3,0,1,4,13,1
circumstances,14,12,2,50,33,2
prevented,2,0,0,24,5,1
marrying,3,0,0,15,4,0
decline,4,0,1,2,13,0
husband,2,74,1,107,7,0
illustrate,1,2,0,1,2,0
refrain,3,0,1,7,5,0
relating,1,4,0,14,2,0
friends,54,41,11,149,82,0
merchant,7,2,0,19,0,0
flourishing,2,0,0,2,0,0
fell,18,59,45,159,8,0
numerous,3,1,1,11,17,2
mischances,1,0,0,2,0,0
poverty,10,0,0,17,13,1
beaufort,7,0,0,1,0,0
unbending,1,0,0,0,0,0
live,26,28,9,125,51,3
oblivion,2,3,0,2,0,0
formerly,5,1,0,20,6,0
rank,5,2,2,30,11,1
magnificence,2,0,0,6,9,0
debts,1,0,1,5,9,0
honourable,2,2,0,0,19,0
retreated,2,0,1,10,0,0
daughter,15,9,0,181,16,0
lucerne,2,0,0,0,0,0
unknown,7,11,2,65,18,0
wretchedness,14,0,1,6,0,0
truest,1,3,0,0,11,0
grieved,2,3,0,6,1,0
retreat,8,0,4,16,0,0
unfortunate,15,0,0,37,3,0
deplored,2,1,0,1,0,0
pride,6,6,1,39,9,0
worthy,5,3,0,71,15,0
united,6,3,0,17,13,3
endeavouring,9,0,0,0,1,0
credit,5,3,2,52,0,1
assistance,3,0,3,34,6,0
effectual,1,0,1,0,0,0
conceal,5,3,4,53,1,2
ten,9,14,15,209,15,1
abode,6,0,0,16,8,0
overjoyed,2,0,1,1,0,0
hastened,9,1,2,48,0,0
house,40,135,84,524,34,0
situated,5,2,0,25,1,0
mean,11,44,20,135,186,3
street,3,13,4,58,0,0
reuss,1,0,0,0,0,0
welcomed,5,0,2,6,0,0
saved,7,8,6,60,11,0
fortunes,1,0,0,15,5,0
provide,2,2,0,6,12,0
sustenance,2,0,0,1,1,0
meantime,9,8,19,13,0,1
hoped,9,8,4,34,1,0
procure,10,0,0,26,2,0
respectable,1,2,0,3,3,0
employment,6,2,1,7,4,0
interval,4,2,2,4,18,0
consequently,2,1,0,24,2,3
inaction,2,0,0,1,0,0
rankling,1,0,0,0,0,0
took,36,224,51,337,17,4
hold,7,31,22,62,35,1
bed,15,90,6,159,29,0
sickness,5,1,1,4,6,0
incapable,4,0,0,5,21,0
exertion,8,1,0,4,1,1
tenderness,4,4,0,19,0,0
fund,1,0,0,6,0,0
rapidly,11,3,8,56,0,3
decreasing,1,0,0,0,1,0
caroline,3,0,0,0,0,0
uncommon,3,1,0,6,1,0
mould,1,1,0,1,4,1
rose,16,40,17,126,0,0
adversity,2,0,0,3,0,0
procured,8,2,0,14,2,0
plain,5,4,30,20,7,0
plaited,2,0,0,0,0,0
straw,8,2,0,9,1,0
means,23,24,6,153,50,29
contrived,3,0,1,7,2,1
earn,1,1,0,3,0,0
pittance,3,0,0,1,0,0
grew,6,49,10,21,0,0
entirely,20,9,11,68,20,2
attending,4,2,0,6,3,0
subsistence,1,0,0,1,0,4
decreased,2,0,0,3,1,0
tenth,1,1,0,2,9,0
died,25,16,10,84,3,0
arms,9,32,19,142,22,1
orphan,3,0,0,5,2,0
beggar,2,2,11,2,0,0
knelt,5,4,0,6,0,0
coffin,5,40,0,4,0,0
weeping,4,1,0,20,8,0
chamber,9,4,0,94,0,0
came,42,309,89,233,41,1
protecting,1,1,0,4,0,0
interment,2,0,0,1,0,0
conducted,6,0,0,30,3,1
geneva,36,0,0,1,0,0
protection,4,1,1,12,3,0
wife,11,35,4,165,3,2
ages,4,3,0,10,46,9
parents,11,1,0,13,44,1
unite,1,0,0,5,11,2
closer,3,12,1,4,0,0
bonds,3,1,0,16,1,1
justice,12,1,1,75,363,1
upright,2,0,2,9,0,0
highly,4,0,0,14,4,0
late,7,60,5,53,8,0
unworthiness,1,0,0,0,1,0
disposed,2,0,1,19,19,0
set,12,64,43,105,43,6
value,3,5,3,34,19,2
worth,5,14,7,68,26,1
show,3,27,9,55,40,1
worship,1,2,0,2,9,0
mother,33,51,42,303,30,1
differing,1,0,0,0,2,1
doting,2,0,0,0,0,0
fondness,2,0,0,3,1,0
inspired,3,2,1,11,12,0
reverence,4,1,0,1,7,0
virtues,8,1,0,6,52,0
recompensing,1,0,0,0,0,0
sorrows,7,3,0,11,8,0
gave,32,67,25,193,16,3
inexpressible,2,1,1,3,0,0
grace,3,5,1,12,17,0
behaviour,2,0,4,0,7,0
yield,5,6,0,24,5,1
convenience,2,0,0,1,1,0
strove,3,0,0,18,0,0
shelter,4,9,6,7,3,0
fair,12,25,11,57,39,0
exotic,1,0,0,0,2,0
sheltered,2,1,1,2,0,0
gardener,1,0,1,15,1,0
rougher,1,0,0,0,1,0
tend,1,1,0,2,12,1
excite,3,4,0,19,1,0
soft,6,14,10,19,4,0
benevolent,14,0,0,6,0,0
tranquillity,14,0,0,18,0,0
shaken,2,2,4,8,2,0
elapsed,7,2,0,19,1,0
previous,4,8,1,43,29,4
relinquished,1,0,0,2,0,0
functions,2,0,0,0,2,2
immediately,7,6,6,122,3,2
climate,2,0,1,2,2,0
italy,7,0,1,76,3,1
scene,44,11,3,80,6,0
attendant,3,26,0,11,2,0
tour,4,1,0,7,0,0
restorative,1,0,0,2,1,0
germany,3,2,0,1,0,12
france,5,2,0,131,0,10
eldest,2,0,0,1,0,0
born,4,2,5,31,28,0
naples,1,0,0,25,0,0
infant,6,0,0,12,2,0
rambles,5,0,0,0,0,0
attached,6,2,0,19,5,0
draw,7,10,9,32,33,0
inexhaustible,2,0,0,0,1,0
stores,1,1,14,3,2,0
bestow,14,1,0,11,1,0
tender,1,6,0,14,3,0
caresses,2,1,0,2,0,0
regarding,3,15,0,5,6,0
recollections,2,0,0,17,0,0
plaything,2,0,0,0,0,0
idol,1,0,0,0,0,0
innocent,19,0,2,25,8,0
helpless,4,9,4,9,4,0
bring,3,32,17,92,35,6
consciousness,3,4,1,15,6,2
owed,3,0,3,5,0,0
given,17,42,19,160,81,4
active,3,7,1,12,6,1
received,16,17,4,123,24,0
lesson,2,10,1,7,9,0
patience,3,6,1,17,2,0
charity,2,0,1,8,0,2
control,3,5,0,15,22,1
silken,1,0,0,8,0,0
cord,1,1,2,6,0,0
train,6,37,2,8,9,1
enjoyment,9,1,1,5,3,0
desired,25,1,2,40,12,0
single,8,7,9,58,47,4
offspring,3,0,0,2,25,1
five,10,19,29,259,34,0
making,5,31,11,96,81,0
excursion,1,0,0,6,0,0
beyond,8,24,8,33,54,0
frontiers,1,1,0,1,0,0
week,8,16,8,41,0,0
lake,27,2,0,19,0,0
como,2,0,0,0,0,0
cottages,5,1,0,0,0,0
remembering,1,2,0,6,1,0
relieved,3,7,5,8,0,0
turn,12,33,17,110,56,1
guardian,2,1,0,9,43,0
angel,9,5,0,40,0,0
afflicted,2,1,0,2,2,0
walks,3,6,0,5,4,0
cot,1,0,0,0,0,0
foldings,1,0,0,0,0,0
vale,1,0,0,0,0,0
singularly,2,0,0,5,0,0
disconsolate,3,0,0,0,0,0
number,2,18,14,51,155,1
clothed,2,0,1,4,7,0
children,19,23,1,38,132,5
gathered,5,13,1,9,9,0
penury,2,0,0,0,0,0
worst,3,9,18,15,34,0
milan,2,0,0,5,0,0
peasant,5,5,0,22,0,5
hard,10,49,21,18,15,1
working,2,20,1,12,7,27
distributing,2,0,0,1,2,0
scanty,1,0,0,3,0,0
meal,3,4,5,7,4,1
hungry,2,4,1,18,1,0
babes,1,0,0,0,0,0
different,19,22,11,69,96,9
four,4,31,34,204,56,0
eyed,1,4,1,2,1,0
